Year,Title,Title Name,Average_Depth,Max_Depth,Average_Breadth,Max_Breadth,Num_Leaf_Nodes,Average_Branching_Factor,Variance_Branching_Factor,Number_of_Nodes,Group
2003,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2004,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2005,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2006,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2007,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2008,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2009,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2010,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2011,13,Census,3.818867924528302,7,33.125,93,187,3.3846153846153846,3.903353057199216,265,Government Structure
2012,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2013,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2014,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2015,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2016,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2017,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2018,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2019,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2020,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2021,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2022,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
2023,13,Census,3.846715328467153,7,34.25,96,193,3.3703703703703702,3.788751714677636,274,Government Structure
1994,14,Coast Guard,3.9764102564102566,7,121.875,437,741,4.162393162393163,45.734312221491706,975,National Defense
1995,14,Coast Guard,3.9764102564102566,7,121.875,437,741,4.162393162393163,45.734312221491706,975,National Defense
1996,14,Coast Guard,4.04129263913824,7,139.25,490,838,4.032608695652174,40.67647290485162,1114,National Defense
1997,14,Coast Guard,4.04129263913824,7,139.25,490,838,4.032608695652174,40.67647290485162,1114,National Defense
1998,14,Coast Guard,4.052212389380531,7,141.25,498,849,4.01779359430605,40.52281506059968,1130,National Defense
1999,14,Coast Guard,4.061900610287707,7,143.375,504,861,4.006993006993007,39.90204899995076,1147,National Defense
2000,14,Coast Guard,4.084264832330181,7,145.375,507,872,3.993127147766323,39.230193313730304,1163,National Defense
2001,14,Coast Guard,4.083333333333333,7,145.5,507,873,3.9965635738831615,39.50170640403382,1164,National Defense
2002,14,Coast Guard,4.114077669902913,7,154.5,528,929,4.022801302931596,39.48156479113855,1236,National Defense
2003,14,Coast Guard,4.114077669902913,7,154.5,528,929,4.022801302931596,39.48156479113855,1236,National Defense
2004,14,Coast Guard,4.145398298530549,7,161.625,535,970,4.0,38.922600619195045,1293,National Defense
2005,14,Coast Guard,4.1444015444015445,7,161.875,536,972,4.006191950464396,38.9844817835885,1295,National Defense
2006,14,Coast Guard,4.154078549848943,7,165.5,548,992,3.984939759036144,38.936520177094,1324,National Defense
2007,14,Coast Guard,4.154078549848943,7,165.5,548,992,3.984939759036144,38.936520177094,1324,National Defense
2008,14,Coast Guard,4.154078549848943,7,165.5,548,992,3.984939759036144,38.936520177094,1324,National Defense
2009,14,Coast Guard,4.154078549848943,7,165.5,548,992,3.984939759036144,38.936520177094,1324,National Defense
2010,14,Coast Guard,4.154078549848943,7,165.5,548,992,3.984939759036144,38.936520177094,1324,National Defense
2011,14,Coast Guard,4.539370078740157,8,197.5555555555556,586,1311,3.805139186295503,30.002714488121622,1778,National Defense
2012,14,Coast Guard,4.582756785524215,8,208.77777777777777,611,1380,3.763527054108216,28.94207653784512,1879,National Defense
2013,14,Coast Guard,4.582756785524215,8,208.77777777777777,611,1380,3.763527054108216,28.94207653784512,1879,National Defense
2014,14,Coast Guard,4.659068865179438,8,229.11111111111111,632,1507,3.713513513513513,27.069276844412,2062,National Defense
2015,14,Coast Guard,4.659068865179438,8,229.11111111111111,632,1507,3.713513513513513,27.069276844412,2062,National Defense
2016,14,Coast Guard,4.683856502242152,8,247.77777777777777,676,1617,3.6362153344208807,25.605017976469565,2230,National Defense
2017,14,Coast Guard,4.683856502242152,8,247.77777777777777,676,1617,3.6362153344208807,25.605017976469565,2230,National Defense
2018,14,Coast Guard,5.185025817555938,8,258.22222222222223,766,1671,3.557427258805513,9.891418802135773,2324,National Defense
2019,14,Coast Guard,5.182403433476395,8,258.8888888888889,768,1675,3.5557251908396945,9.914070275625148,2330,National Defense
2020,14,Coast Guard,5.2819089900110985,8,300.3333333333333,928,1932,3.504539559014267,9.611847096684166,2703,National Defense
2021,14,Coast Guard,5.2819089900110985,8,300.3333333333333,928,1932,3.504539559014267,9.611847096684166,2703,National Defense
2022,14,Coast Guard,5.372386325921009,9,301.3,986,2145,3.4700460829493087,9.42421797022672,3013,National Defense
2023,14,Coast Guard,5.372386325921009,9,301.3,986,2145,3.4700460829493087,9.42421797022672,3013,National Defense
1994,15,Commerce and Trade,4.255233219567691,8,1953.3333333333333,5741,12955,3.800864864864865,14.779588441196609,17580,Economy
1995,15,Commerce and Trade,4.278841895482728,8,2007.111111111111,5845,13297,3.789175582127124,14.695850946095842,18064,Economy
1996,15,Commerce and Trade,4.328116002722085,8,2122.555555555556,5984,13993,3.738160469667319,14.221459629826402,19103,Economy
1997,15,Commerce and Trade,4.33648725505403,8,2149.0,6048,14164,3.735754297855901,14.179739594257011,19341,Economy
1998,15,Commerce and Trade,4.34268608250038,8,2189.8888888888887,6158,14422,3.727633818800832,14.083183790255235,19709,Economy
1999,15,Commerce and Trade,4.363835251593265,8,2336.222222222222,6557,15355,3.707459001939693,13.81796411289518,21026,Economy
2000,15,Commerce and Trade,4.382294489611563,8,2460.0,6858,16119,3.67696395947517,13.918401411921884,22140,Economy
2001,15,Commerce and Trade,4.386931741686487,8,2475.8888888888887,6894,16229,3.680541790551701,14.055858576631676,22283,Economy
2002,15,Commerce and Trade,4.393469981599555,8,2596.555555555556,7235,17001,3.669597989949749,13.844038029341494,23369,Economy
2003,15,Commerce and Trade,4.40739830404326,8,2712.333333333333,7546,17739,3.6585731414868095,13.718259834579149,24411,Economy
2004,15,Commerce and Trade,4.405434522384486,8,2784.6666666666665,7777,18200,3.652142232585252,13.616243589212802,25062,Economy
2005,15,Commerce and Trade,4.41620758483034,8,2783.333333333333,7768,18176,3.6440209485016,13.504498001306638,25050,Economy
2006,15,Commerce and Trade,4.4221075844687725,8,2821.555555555556,7848,18415,3.638486889239146,13.582877550014777,25394,Economy
2007,15,Commerce and Trade,4.427443580066241,8,2885.111111111112,8022,18828,3.6375735500140096,13.715242753414987,25966,Economy
2008,15,Commerce and Trade,4.434414823494946,8,3034.222222222222,8400,19794,3.634149587436785,13.848985522475555,27308,Economy
2009,15,Commerce and Trade,4.442763014988053,8,3069.111111111112,8476,20017,3.631952662721893,13.873351150948062,27622,Economy
2010,15,Commerce and Trade,4.486419105104317,8,3387.111111111112,9187,21983,3.585813433713681,13.75516399248359,30484,Economy
2011,15,Commerce and Trade,4.4952106659763125,8,3433.555555555556,9305,22294,3.589800185873606,13.914101354122934,30902,Economy
2012,15,Commerce and Trade,4.501982050550217,8,3503.6666666666665,9568,22737,3.5848112778535697,13.94312537366058,31533,Economy
2013,15,Commerce and Trade,4.501934051997464,8,3504.4444444444443,9568,22742,3.5847919981814047,13.952062419795183,31540,Economy
2014,15,Commerce and Trade,4.504801054349191,8,3540.8888888888887,9693,22985,3.587414161882247,13.990642001946336,31868,Economy
2015,15,Commerce and Trade,4.513702460850112,8,3576.0,9798,23215,3.588248411194113,13.948533992920428,32184,Economy
2016,15,Commerce and Trade,4.5437262357414445,8,3682.0,10092,23884,3.5808299113896696,13.805817941028582,33138,Economy
2017,15,Commerce and Trade,4.5505080515776335,8,3739.777777777778,10290,24264,3.5828188205237383,13.714505743840787,33658,Economy
2018,15,Commerce and Trade,4.559148788727514,8,3848.1111111111113,10582,24981,3.5880646498135103,13.75219074260923,34633,Economy
2019,15,Commerce and Trade,4.564033478559963,8,3876.444444444444,10669,25159,3.585877274128893,13.753366177149084,34888,Economy
2020,15,Commerce and Trade,4.600568122589388,8,4263.555555555556,11891,27597,3.561113689095128,13.664176949954488,38372,Economy
2021,15,Commerce and Trade,4.615269041737758,8,4363.222222222223,12211,28219,3.553665158371041,13.546848557562743,39269,Economy
2022,15,Commerce and Trade,4.616499742880231,8,4537.444444444444,12787,29366,3.559933745968093,13.58543680146968,40837,Economy
2023,15,Commerce and Trade,4.61635050789377,8,4539.444444444444,12797,29382,3.560882070949185,13.593630599969504,40855,Economy
1994,16,Conservation,4.167115049849659,9,1895.7,6041,14358,4.121765601217656,40.04910007900148,18957,Society
1995,16,Conservation,4.157804814910691,9,1931.5,6167,14614,4.108487555839183,39.45047252638444,19315,Society
1996,16,Conservation,4.2150004857670265,9,2058.6,6427,15534,4.074623911322249,40.23888891239705,20586,Society
1997,16,Conservation,4.223492276053374,9,2090.9,6505,15771,4.069287660568315,39.78538995579349,20909,Society
1998,16,Conservation,4.231113598209289,9,2144.4,6679,16153,4.052731052731053,39.298485737344855,21444,Society
1999,16,Conservation,4.232583115427718,9,2141.6,6662,16135,4.055103200151486,39.65895947146087,21416,Society
2000,16,Conservation,4.248757938393744,10,2104.2727272727275,7251,17371,4.007271468144045,38.69489172408123,23147,Society
2001,16,Conservation,4.248574883399551,10,2105.090909090909,7253,17377,4.006748572417373,38.75839017229295,23156,Society
2002,16,Conservation,4.30320981430132,10,2163.818181818182,7332,17808,3.970804137470804,38.25123302036593,23802,Society
2003,16,Conservation,4.325935807260086,10,2248.909090909091,7551,18447,3.932125258305516,37.38833531796301,24738,Society
2004,16,Conservation,4.3178508167683525,10,2309.5454545454545,7811,18946,3.933116581514166,37.09569691333267,25405,Society
2005,16,Conservation,4.339421261511193,10,2359.3636363636365,7915,19328,3.917283018867925,36.38410129725643,25953,Society
2006,16,Conservation,4.355032008337055,10,2442.5454545454545,8147,20005,3.914760308902812,35.81569791355025,26868,Society
2007,16,Conservation,4.35508001488649,10,2442.7272727272725,8146,20010,3.9167638483965015,35.840447836359985,26870,Society
2008,16,Conservation,4.400945592607185,10,2538.090909090909,8320,20717,3.876423215773397,34.54984957817556,27919,Society
2009,16,Conservation,4.415945440697916,10,2626.0,8553,21426,3.8719839142091153,35.747552900546665,28886,Society
2010,16,Conservation,4.415945440697916,10,2626.0,8555,21426,3.8719839142091153,35.74996576917938,28886,Society
2011,16,Conservation,4.416859721309775,10,2629.181818181818,8563,21452,3.8720042843754174,35.729767853240354,28921,Society
2012,16,Conservation,4.416842323508068,10,2630.818181818182,8569,21469,3.873895582329317,35.7798138739718,28939,Society
2013,16,Conservation,4.417673038437651,10,2634.7272727272725,8582,21499,3.872911933716424,35.71991704516709,28982,Society
2014,16,Conservation,4.400325497287523,10,2513.6363636363635,8170,20444,3.836941437690813,35.07513269349333,27650,Society
2015,16,Conservation,4.40757351079605,10,2513.5454545454545,8124,20446,3.838400666389005,35.14950692429513,27649,Society
2016,16,Conservation,4.402119965967102,10,2564.3636363636365,8326,20851,3.8340356123419874,34.76612171845295,28208,Society
2017,16,Conservation,4.4016869861071735,10,2565.090909090909,8326,20859,3.835123012097322,34.849939406509634,28216,Society
2018,16,Conservation,4.424027777777778,10,2618.181818181818,8419,21269,3.824060549727792,34.28228392355983,28800,Society
2019,16,Conservation,4.436695822498396,10,2691.909090909091,8641,21859,3.819659442724458,34.46902527101825,29611,Society
2020,16,Conservation,4.439318287730511,10,2731.090909090909,8744,22173,3.8176388359384927,34.251786977961586,30042,Society
2021,16,Conservation,4.456872347371857,10,2784.5454545454545,8830,22583,3.8062632036783897,33.678260759857466,30630,Society
2022,16,Conservation,4.473811924870793,10,2884.7272727272725,9088,23390,3.803764085351234,33.26441642385105,31732,Society
2023,16,Conservation,4.473559738908334,10,2883.0,9086,23375,3.803310146318062,33.27769592708145,31713,Society
1994,17,Copyrights,3.852443609022557,7,133.0,355,755,3.440129449838188,5.540913899100338,1064,Society
1995,17,Copyrights,3.961181434599156,7,148.125,387,840,3.4318840579710144,5.700432682209584,1185,Society
1996,17,Copyrights,3.9598997493734336,7,149.625,392,848,3.426934097421204,5.751824697662603,1197,Society
1997,17,Copyrights,3.9598360655737705,7,152.5,406,863,3.414565826330532,5.654465707851791,1220,Society
1998,17,Copyrights,3.98328530259366,7,216.875,591,1237,3.4819277108433737,7.823970581119612,1735,Society
1999,17,Copyrights,4.014277869302581,7,227.625,616,1296,3.466666666666667,7.311746031746125,1821,Society
2000,17,Copyrights,4.015376166941241,7,227.625,617,1295,3.4600760456273765,7.256010640604719,1821,Society
2001,17,Copyrights,4.015376166941241,7,227.625,617,1295,3.4600760456273765,7.256010640604719,1821,Society
2002,17,Copyrights,4.025945945945946,7,231.25,626,1316,3.4625468164794007,7.241106622340121,1850,Society
2003,17,Copyrights,4.025945945945946,7,231.25,626,1316,3.4625468164794007,7.241106622340121,1850,Society
2004,17,Copyrights,4.073485600794439,7,251.75,679,1433,3.4647160068846814,7.756500306611192,2014,Society
2005,17,Copyrights,4.081081081081081,7,254.375,685,1447,3.459183673469388,7.697313619325251,2035,Society
2006,17,Copyrights,4.087616250611846,7,255.375,685,1452,3.455160744500846,7.676077427629949,2043,Society
2007,17,Copyrights,4.087616250611846,7,255.375,685,1452,3.455160744500846,7.676077427629947,2043,Society
2008,17,Copyrights,4.092367525522605,7,257.125,693,1462,3.4554621848739497,7.599276887225508,2057,Society
2009,17,Copyrights,4.092367525522605,7,257.125,693,1462,3.4554621848739497,7.599276887225508,2057,Society
2010,17,Copyrights,4.145123658422772,7,267.875,712,1524,3.4604200323101777,7.514992392232011,2143,Society
2011,17,Copyrights,4.145123658422772,7,267.875,712,1524,3.4604200323101777,7.514992392232011,2143,Society
2012,17,Copyrights,4.145123658422772,7,267.875,712,1524,3.4604200323101777,7.514992392232011,2143,Society
2013,17,Copyrights,4.145123658422772,7,267.875,712,1524,3.4604200323101777,7.514992392232011,2143,Society
2014,17,Copyrights,4.144988344988345,7,268.125,712,1526,3.463651050080776,7.537854844308222,2145,Society
2015,17,Copyrights,4.144988344988345,7,268.125,712,1526,3.463651050080776,7.537854844308222,2145,Society
2016,17,Copyrights,4.144988344988345,7,268.125,712,1526,3.463651050080776,7.537854844308222,2145,Society
2017,17,Copyrights,4.144988344988345,7,268.125,712,1526,3.463651050080776,7.537854844308222,2145,Society
2018,17,Copyrights,4.261942051683634,7,319.25,842,1814,3.45,10.150202702702684,2554,Society
2019,17,Copyrights,4.249408050513023,7,316.75,840,1800,3.4509536784741144,9.879747046900658,2534,Society
2020,17,Copyrights,4.243738977072311,7,354.375,946,2011,3.4393203883495147,9.860395654632768,2835,Society
2021,17,Copyrights,4.243738977072311,7,354.375,946,2011,3.4393203883495147,9.860395654632768,2835,Society
2022,17,Copyrights,4.244561403508772,7,356.25,951,2021,3.436670687575392,9.835856708199866,2850,Society
2023,17,Copyrights,4.244561403508772,7,356.25,951,2021,3.436670687575392,9.835856708199866,2850,Society
1994,18,Crimes and Criminal Procedure,4.618664752333094,8,773.8888888888889,2123,5170,3.87966573816156,15.40724668492623,6965,Society
1995,18,Crimes and Criminal Procedure,4.618664752333094,8,773.8888888888889,2123,5170,3.87966573816156,15.40724668492623,6965,Society
1996,18,Crimes and Criminal Procedure,4.652092274678112,8,828.4444444444445,2273,5513,3.8368502316006174,15.263654927131611,7456,Society
1997,18,Crimes and Criminal Procedure,4.663171864631718,8,837.2222222222222,2297,5573,3.8399592252803263,15.196609172648747,7535,Society
1998,18,Crimes and Criminal Procedure,4.673355774210254,8,858.2222222222222,2362,5706,3.8270564915758176,15.093480037442651,7724,Society
1999,18,Crimes and Criminal Procedure,4.67411233053583,8,860.5555555555555,2369,5718,3.820424272323631,15.05112700302255,7745,Society
2000,18,Crimes and Criminal Procedure,4.707080504364694,8,916.4444444444443,2571,6069,3.784763653051858,14.335040914769126,8248,Society
2001,18,Crimes and Criminal Procedure,4.7172520170859045,8,936.4444444444443,2659,6207,3.794236830256641,14.258877186595155,8428,Society
2002,18,Crimes and Criminal Procedure,4.737266651302144,8,964.2222222222222,2762,6391,3.794053344993441,14.146042468514588,8678,Society
2003,18,Crimes and Criminal Procedure,4.755630252100841,8,991.6666666666666,2848,6559,3.7717666948436177,13.972423506008186,8925,Society
2004,18,Crimes and Criminal Procedure,4.769462365591398,8,1033.3333333333333,3029,6823,3.7541380702462654,13.80188537940251,9300,Society
2005,18,Crimes and Criminal Procedure,4.7696474086661,8,1046.2222222222222,3087,6901,3.743538767395626,13.733432407542992,9416,Society
2006,18,Crimes and Criminal Procedure,4.783428454953119,9,981.2,3223,7180,3.72758358662614,13.63209628860628,9812,Society
2007,18,Crimes and Criminal Procedure,4.783707010246525,9,985.7,3239,7213,3.7276853252647504,13.655799332144069,9857,Society
2008,18,Crimes and Criminal Procedure,4.788122149514178,9,1008.6,3325,7373,3.717287136011795,13.540051320796351,10086,Society
2009,18,Crimes and Criminal Procedure,4.791785398447479,9,1017.7,3358,7436,3.712513681138271,13.478825531096703,10177,Society
2010,18,Crimes and Criminal Procedure,4.810850014505367,9,1034.1,3399,7551,3.706093189964158,13.372400149021962,10341,Society
2011,18,Crimes and Criminal Procedure,4.81093614143561,9,1035.1,3406,7558,3.705692803437164,13.363436979744398,10351,Society
2012,18,Crimes and Criminal Procedure,4.814811266526155,9,1043.8,3445,7621,3.705005324813632,13.307014350343849,10438,Society
2013,18,Crimes and Criminal Procedure,4.814598679804841,9,1045.3,3456,7632,3.705069124423963,13.302593942403464,10453,Society
2014,18,Crimes and Criminal Procedure,4.814839508524622,9,1049.9,3477,7661,3.69908386187456,13.263219738562514,10499,Society
2015,18,Crimes and Criminal Procedure,4.827448057393087,9,1073.3,3583,7840,3.709643968199101,13.3024890885891,10733,Society
2016,18,Crimes and Criminal Procedure,4.838570378537303,9,1088.4,3632,7946,3.704220558202859,13.18310676142899,10884,Society
2017,18,Crimes and Criminal Procedure,4.838336546405949,9,1089.3,3638,7953,3.704761904761905,13.179501133786356,10893,Society
2018,18,Crimes and Criminal Procedure,4.891083961528464,9,1154.1,3808,8421,3.698717948717949,12.840639381985063,11541,Society
2019,18,Crimes and Criminal Procedure,4.895739910313901,9,1159.6,3822,8461,3.6985645933014353,12.789200491441056,11596,Society
2020,18,Crimes and Criminal Procedure,4.899174832387828,9,1163.4,3854,8486,3.695362134688691,12.751859049290744,11634,Society
2021,18,Crimes and Criminal Procedure,4.899046309820431,9,1163.9,3857,8490,3.695776436964116,12.749620141827023,11639,Society
2022,18,Crimes and Criminal Procedure,4.902854239010757,9,1180.7,3922,8611,3.6939924906132666,12.736772420469643,11807,Society
2023,18,Crimes and Criminal Procedure,4.905067567567568,9,1184.0,3932,8635,3.693915756630265,12.712864698052073,11840,Society
1994,19,Customs Duties,5.527984304006609,9,968.4,3026,6728,3.275710419485792,26.606324765937742,9684,Economy
1995,19,Customs Duties,5.527984304006609,9,968.4,3026,6728,3.275710419485792,26.606324765937742,9684,Economy
1996,19,Customs Duties,5.519800436545058,9,962.1,2998,6690,3.28215626066189,26.803021757909303,9621,Economy
1997,19,Customs Duties,5.519276732827601,9,962.3,2998,6692,3.2828386216308427,26.82310705652497,9623,Economy
1998,19,Customs Duties,5.521195708780335,9,960.1,2989,6676,3.282051282051282,26.547113740959887,9601,Economy
1999,19,Customs Duties,5.51994183631076,9,962.8,2998,6695,3.2823048073644734,26.647886675588108,9628,Economy
2000,19,Customs Duties,5.5410396716826265,9,1023.4,3245,7130,3.296713917525773,26.193855181043045,10234,Economy
2001,19,Customs Duties,5.5410396716826265,9,1023.4,3245,7130,3.296713917525773,26.193855181043045,10234,Economy
2002,19,Customs Duties,5.548949444903202,9,1089.9,3465,7603,3.306432038834952,25.36969163858661,10899,Economy
2003,19,Customs Duties,5.540655559579863,9,1104.4,3492,7709,3.3112443778110943,25.19548076036773,11044,Economy
2004,19,Customs Duties,5.548834278512918,9,1110.9,3513,7752,3.308906761989872,25.104159573374087,11109,Economy
2005,19,Customs Duties,5.576211377915484,9,1161.9,3689,8102,3.3033835655388115,24.366587925953738,11619,Economy
2006,19,Customs Duties,5.956922037334234,10,1076.2727272727273,3493,8260,3.3076278290025147,24.005672467240284,11839,Economy
2007,19,Customs Duties,5.957076468103084,10,1075.909090909091,3491,8258,3.3083589600223653,24.01813812331565,11835,Economy
2008,19,Customs Duties,5.9719210228192265,10,1123.4545454545455,3630,8627,3.311980702224605,24.499826980060888,12358,Economy
2009,19,Customs Duties,5.991475511469312,10,1173.090909090909,3807,9003,3.307613432453217,24.10122119483618,12904,Economy
2010,19,Customs Duties,5.994974874371859,10,1175.909090909091,3812,9022,3.3053922821364683,24.04397041217757,12935,Economy
2011,19,Customs Duties,5.990568978955573,10,1166.3636363636365,3783,8959,3.3141307155773703,24.14208655382385,12830,Economy
2012,19,Customs Duties,5.989720426758041,10,1167.3636363636365,3788,8966,3.313548387096774,24.122848699272232,12841,Economy
2013,19,Customs Duties,5.989720426758041,10,1167.3636363636365,3788,8966,3.313548387096774,24.122848699272232,12841,Economy
2014,19,Customs Duties,5.989707730986801,10,1157.090909090909,3741,8883,3.31001300390117,24.34602457720276,12728,Economy
2015,19,Customs Duties,6.015516078255003,10,1212.8181818181818,3945,9326,3.3225404732254047,23.905681217229727,13341,Economy
2016,19,Customs Duties,6.07228750085893,10,1323.0,4242,10196,3.3399127840257057,22.85691741263656,14553,Economy
2017,19,Customs Duties,6.07228750085893,10,1323.0,4242,10196,3.3399127840257057,22.85691741263656,14553,Economy
2018,19,Customs Duties,6.070862916439104,10,1331.6363636363635,4276,10265,3.3417750399269908,23.10198973081899,14648,Economy
2019,19,Customs Duties,6.070707070707071,10,1332.0,4278,10267,3.341163055872292,23.09318587649304,14652,Economy
2020,19,Customs Duties,6.09230563718942,10,1361.090909090909,4385,10480,3.332813891362422,22.430419241410547,14972,Economy
2021,19,Customs Duties,6.09230563718942,10,1361.090909090909,4385,10480,3.332813891362422,22.430419241410547,14972,Economy
2022,19,Customs Duties,6.079918032786885,10,1330.909090909091,4280,10245,3.330830489192264,22.642314554884194,14640,Economy
2023,19,Customs Duties,6.079918032786885,10,1330.909090909091,4280,10245,3.330830489192264,22.642314554884194,14640,Economy
1994,20,Education,5.479642796681903,9,2362.8,6916,17208,3.6802180685358254,9.228424874564425,23628,Society
1995,20,Education,5.4734112073190655,9,2448.4,7247,17810,3.66841474378184,9.408930450703409,24484,Society
1996,20,Education,5.463396352127925,9,2401.4,7067,17464,3.666106870229008,9.535385606899226,24014,Society
1997,20,Education,5.504546917753098,9,2485.2,7388,18043,3.649728300778381,9.505595828661326,24852,Society
1998,20,Education,5.524841483540346,9,2302.6,6715,16652,3.6123313460935047,9.579709877030885,23026,Society
1999,20,Education,5.526438603442962,9,2271.3,6614,16431,3.615409105380452,9.577018210538474,22713,Society
2000,20,Education,5.523411946978826,9,2323.6,6794,16793,3.606239329504889,9.63744050581282,23236,Society
2001,20,Education,5.693002789455074,10,2313.909090909091,7853,18315,3.565704679181844,10.463390936602856,25453,Society
2002,20,Education,5.703841584158416,10,2295.454545454545,7659,18155,3.5587033121916845,10.402156458135444,25250,Society
2003,20,Education,5.694806465500371,10,2322.818181818182,7767,18377,3.561471982157792,10.398437532181484,25551,Society
2004,20,Education,5.698564777405825,10,2362.6363636363635,7925,18701,3.565861690450055,10.563993741572787,25989,Society
2005,20,Education,5.701738760020137,10,2347.5454545454545,7874,18579,3.5646051905024847,10.595632905970868,25823,Society
2006,20,Education,5.727233676975945,10,2328.0,7837,18399,3.552087668192537,10.554125548702055,25608,Society
2007,20,Education,5.771621520782031,10,2436.5454545454545,8173,19230,3.539487585842578,10.41589979025752,26802,Society
2008,20,Education,5.86319577268454,10,2804.2727272727275,9457,22123,3.5357634112792296,10.087785627656851,30847,Society
2009,20,Education,5.861569780592626,10,2813.3636363636365,9479,22188,3.533051718232675,10.080166860095131,30947,Society
2010,20,Education,5.851010430247718,10,2789.090909090909,9391,22007,3.5372996656289635,10.137228589665044,30680,Society
2011,20,Education,5.852256067763479,10,2790.454545454545,9389,22019,3.5378054402950667,10.141378494188231,30695,Society
2012,20,Education,5.852874840649822,10,2781.181818181818,9344,21946,3.537874407308893,10.13060554314914,30593,Society
2013,20,Education,5.85255928045789,10,2779.5454545454545,9335,21936,3.539067021646024,10.135266220650248,30575,Society
2014,20,Education,5.848247382454315,10,2795.818181818182,9363,22062,3.538080994017488,10.105889920729018,30754,Society
2015,20,Education,5.76469742705189,9,2782.8,8417,19931,3.5237431936178294,9.581081189209922,27828,Society
2016,20,Education,5.767287234042553,9,2782.4,8410,19922,3.521007339913946,9.554797871623675,27824,Society
2017,20,Education,5.76720146441262,9,2786.1,8419,19948,3.520788575761405,9.54819035502262,27861,Society
2018,20,Education,5.14365730792264,8,3154.111111111112,9485,20428,3.566528458349038,14.226476087614078,28387,Society
2019,20,Education,5.12955436463691,8,3089.222222222222,9293,19991,3.558883768561188,14.095227018235546,27803,Society
2020,20,Education,5.794383709964723,9,2863.1,8641,20502,3.5219584204699226,9.509451398934496,28631,Society
2021,20,Education,5.794933444839361,9,2869.8,8663,20553,3.523265807243708,9.50495287041563,28698,Society
2022,20,Education,5.795030626016541,9,2889.7,8722,20698,3.5243322356384925,9.48687592620908,28897,Society
2023,20,Education,5.795633066888128,9,2889.9,8723,20699,3.5241463414634144,9.490148661510428,28899,Society
1994,21,Food and Drugs,4.842741095605082,8,533.4444444444445,1580,3509,3.7151702786377694,16.420420017444627,4801,Society
1995,21,Food and Drugs,4.842741095605082,8,533.4444444444445,1580,3509,3.7151702786377694,16.42042001744463,4801,Society
1996,21,Food and Drugs,4.893770747900801,8,569.0,1687,3716,3.6441281138790034,15.948800040526528,5121,Society
1997,21,Food and Drugs,4.986737857388908,8,645.1111111111111,1941,4183,3.5767097966728283,14.802341115412167,5806,Society
1998,21,Food and Drugs,4.913629796114947,8,692.1111111111111,2057,4478,3.55682467161622,14.400968558066737,6229,Society
1999,21,Food and Drugs,4.886978271064562,8,710.7777777777778,2093,4597,3.553333333333333,14.13826666666569,6397,Society
2000,21,Food and Drugs,4.908461538461538,8,722.2222222222222,2112,4669,3.549426542872747,14.0673276340085,6500,Society
2001,21,Food and Drugs,4.917572463768116,8,736.0,2163,4753,3.539818278995189,13.937350902306006,6624,Society
2002,21,Food and Drugs,4.972142446869615,8,773.7777777777778,2307,4976,3.5025150905432594,12.592045988202852,6964,Society
2003,21,Food and Drugs,5.00454796030871,8,806.2222222222222,2379,5173,3.482957273163706,12.389891974650393,7256,Society
2004,21,Food and Drugs,5.008073344280241,8,812.0,2403,5210,3.482840800762632,12.433690309260198,7308,Society
2005,21,Food and Drugs,5.0068064252654505,8,816.2222222222222,2419,5234,3.477746212121212,12.41711840528851,7346,Society
2006,21,Food and Drugs,5.007401533174729,8,840.6666666666666,2480,5386,3.470183486238532,12.466542168167056,7566,Society
2007,21,Food and Drugs,5.065583284968079,8,957.2222222222222,2784,6141,3.4818108326596606,12.379822751605266,8615,Society
