Citing,Cited,Year,Weight,Citing Title,Cited Title,Citing Word Count,Cited Word Count,Citing/Word Counts,Cited/Word Counts,Citing Group,Cited Group
28,11,1994,283,Judiciary and Judicial Procedure,Bankruptcy,545462,253970,0.000518826242708,0.0011143048391542,Society,Economy
12,42,1994,577,Banks and Banking,The Public Health and Welfare,1385953,5157448,0.0004163200339405,0.00011187703686,Economy,Society
42,1,1994,72,The Public Health and Welfare,General Provisions,5157448,11584,1.3960392814430702e-05,0.0062154696132596,Society,Government Structure
42,5,1994,1776,The Public Health and Welfare,Government Organization and Employees,5157448,825552,0.0003443563560892,0.0021512878655735,Society,Government Structure
42,12,1994,512,The Public Health and Welfare,Banks and Banking,5157448,1385953,9.927390445817388e-05,0.0003694208966682,Society,Economy
42,26,1994,684,The Public Health and Welfare,Internal Revenue Code,5157448,2732881,0.000132623731737,0.0002502853216074,Society,Economy
42,15,1994,418,The Public Health and Welfare,Commerce and Trade,5157448,1318513,8.104783606155603e-05,0.0003170237987793,Society,Economy
42,20,1994,630,The Public Health and Welfare,Education,5157448,1236381,0.0001221534371262,0.0005095516673258,Society,Society
42,29,1994,421,The Public Health and Welfare,Labor,5157448,689174,8.162951909549063e-05,0.0006108762083305,Society,Society
42,33,1994,213,The Public Health and Welfare,Navigation and Navigable Waters,5157448,567598,4.12994954093575e-05,0.000375265592902,Society,Economy
42,40,1994,247,The Public Health and Welfare,"Public Buildings, Property, and Works",5157448,275638,4.789190312728311e-05,0.0008961028595476,Society,Economy
42,45,1994,183,The Public Health and Welfare,Railroads,5157448,278873,3.548266507001137e-05,0.000656212684627,Society,Economy
13,42,1994,54,Census,The Public Health and Welfare,31758,5157448,0.0017003589646703,1.0470294610823026e-05,Government Structure,Society
14,10,1994,165,Coast Guard,Armed Forces,97461,1527309,0.0016929848862621,0.0001080331484984,National Defense,National Defense
23,49,1994,130,Highways,Transportation,190948,833461,0.0006808136246517,0.0001559761044607,Economy,Economy
49,5,1994,240,Transportation,Government Organization and Employees,833461,825552,0.0002879558851583,0.0002907145764288,Economy,Government Structure
49,23,1994,78,Transportation,Highways,833461,190948,9.358566267647796e-05,0.000408488174791,Economy,Economy
26,42,1994,598,Internal Revenue Code,The Public Health and Welfare,2732881,5157448,0.0002188166993001,0.0001159488180976,Economy,Society
38,5,1994,262,Veterans Benefits,Government Organization and Employees,670726,825552,0.000390621505652,0.0003173634126015,National Defense,Government Structure
38,10,1994,270,Veterans Benefits,Armed Forces,670726,1527309,0.0004025488798704,0.0001767815157247,National Defense,National Defense
15,5,1994,666,Commerce and Trade,Government Organization and Employees,1318513,825552,0.0005051144736532,0.00080673294959,Economy,Government Structure
20,5,1994,483,Education,Government Organization and Employees,1236381,825552,0.0003906562782831,0.000585063085063,Society,Government Structure
20,42,1994,601,Education,The Public Health and Welfare,1236381,5157448,0.0004860961143854,0.0001165305011315,Society,Society
29,26,1994,618,Labor,Internal Revenue Code,689174,2732881,0.0008967256454828,0.0002261349835576,Society,Economy
40,5,1994,280,"Public Buildings, Property, and Works",Government Organization and Employees,275638,825552,0.0010158251039406,0.0003391670058336,Economy,Government Structure
45,49,1994,318,Railroads,Transportation,278873,833461,0.0011403040093519,0.0003815415478348,Economy,Economy
44,5,1994,77,Public Printing and Documents,Government Organization and Employees,102453,825552,0.0007515641318458,9.327092660425992e-05,Government Structure,Government Structure
47,5,1994,81,Telecommunications,Government Organization and Employees,195150,825552,0.0004150653343581,9.811616954474098e-05,Economy,Government Structure
7,5,1994,517,Agriculture,Government Organization and Employees,1413435,825552,0.000365775575106,0.0006262476500571,Society,Government Structure
16,5,1994,754,Conservation,Government Organization and Employees,1704763,825552,0.0004422902186403,0.0009133282942806,Society,Government Structure
16,30,1994,362,Conservation,Mineral Lands and Mining,1704763,319963,0.0002123462322915,0.0011313808159068,Society,Economy
16,43,1994,365,Conservation,Public Lands,1704763,488997,0.0002141060076972,0.0007464258471933,Society,Economy
43,16,1994,259,Public Lands,Conservation,488997,1704763,0.0005296556011591,0.0001519272766947,Economy,Society
25,5,1994,326,Indians,Government Organization and Employees,618245,825552,0.0005272990481119,0.0003948872996492,Society,Government Structure
50,5,1994,318,War and National Defense,Government Organization and Employees,264739,825552,0.001201183051987,0.0003851968137682,National Defense,Government Structure
50,10,1994,442,War and National Defense,Armed Forces,264739,1527309,0.0016695688961581,0.0002893978887049,National Defense,National Defense
2,5,1995,361,The Congress,Government Organization and Employees,403311,826591,0.0008950908851977,0.0004367335235926,Government Structure,Government Structure
5,22,1995,384,Government Organization and Employees,Foreign Relations and Intercourse,826591,1126705,0.0004645586511345,0.0003408168065287,Government Structure,National Defense
3,5,1995,113,The President,Government Organization and Employees,51224,826591,0.0022059971888177,0.0001367060614015,Government Structure,Government Structure
22,5,1995,1010,Foreign Relations and Intercourse,Government Organization and Employees,1126705,826591,0.000896419204672,0.0012218860355363,National Defense,Government Structure
10,5,1995,493,Armed Forces,Government Organization and Employees,1530059,826591,0.0003222097971385,0.0005964255599202,National Defense,Government Structure
10,32,1995,134,Armed Forces,National Guard,1530059,40351,8.757832214313305e-05,0.0033208594582538,National Defense,National Defense
10,37,1995,354,Armed Forces,Pay and Allowances of the Uniformed Services,1530059,163055,0.0002313636271542,0.002171046579375,National Defense,National Defense
32,10,1995,169,National Guard,Armed Forces,40351,1530059,0.0041882481227231,0.0001104532570312,National Defense,National Defense
37,10,1995,303,Pay and Allowances of the Uniformed Services,Armed Forces,163055,1530059,0.0018582686823464,0.0001980315791743,National Defense,National Defense
11,28,1995,140,Bankruptcy,Judiciary and Judicial Procedure,254407,545462,0.0005502993235249,0.0002566631589368,Economy,Society
28,5,1995,556,Judiciary and Judicial Procedure,Government Organization and Employees,545462,826591,0.0010193194026348,0.0006726422136219,Society,Government Structure
28,11,1995,283,Judiciary and Judicial Procedure,Bankruptcy,545462,254407,0.000518826242708,0.001112390775411,Society,Economy
12,42,1995,576,Banks and Banking,The Public Health and Welfare,1386262,5158038,0.0004155058711845,0.0001116703676863,Economy,Society
42,1,1995,72,The Public Health and Welfare,General Provisions,5158038,11832,1.3958795960789742e-05,0.0060851926977687,Society,Government Structure
42,5,1995,1767,The Public Health and Welfare,Government Organization and Employees,5158038,826591,0.0003425721175377,0.0021376956681115,Society,Government Structure
42,12,1995,511,The Public Health and Welfare,Banks and Banking,5158038,1386262,9.906867688838275e-05,0.0003686171878043,Society,Economy
42,26,1995,683,The Public Health and Welfare,Internal Revenue Code,5158038,2736610,0.0001324146894613,0.0002495788585147,Society,Economy
42,15,1995,422,The Public Health and Welfare,Commerce and Trade,5158038,1330473,8.181405410351766e-05,0.0003171804313202,Society,Economy
42,20,1995,630,The Public Health and Welfare,Education,5158038,1198686,0.0001221394646569,0.0005255755051781,Society,Society
42,29,1995,419,The Public Health and Welfare,Labor,5158038,691547,8.123243760515141e-05,0.0006058879584467,Society,Society
42,33,1995,213,The Public Health and Welfare,Navigation and Navigable Waters,5158038,568613,4.129477138400299e-05,0.0003745957267948,Society,Economy
42,40,1995,244,The Public Health and Welfare,"Public Buildings, Property, and Works",5158038,281399,4.730480853378746e-05,0.0008670961872643,Society,Economy
42,45,1995,182,The Public Health and Welfare,Railroads,5158038,284936,3.528473423421851e-05,0.0006387399275626,Society,Economy
13,42,1995,54,Census,The Public Health and Welfare,32121,5158038,0.0016811431773606,1.0469096970592308e-05,Government Structure,Society
14,10,1995,165,Coast Guard,Armed Forces,97551,1530059,0.0016914229479964,0.0001078389787583,National Defense,National Defense
23,49,1995,136,Highways,Transportation,197679,694531,0.0006879840549577,0.0001958155935444,Economy,Economy
49,23,1995,79,Transportation,Highways,694531,197679,0.0001137458227206,0.0003996377966298,Economy,Economy
26,42,1995,598,Internal Revenue Code,The Public Health and Welfare,2736610,5158038,0.0002185185320524,0.000115935555341,Economy,Society
31,5,1995,200,Money and Finance,Government Organization and Employees,332721,826591,0.0006011042284676,0.0002419576307992,Economy,Government Structure
38,5,1995,263,Veterans Benefits,Government Organization and Employees,670739,826591,0.0003921048276602,0.000318174284501,National Defense,Government Structure
38,10,1995,270,Veterans Benefits,Armed Forces,670739,1530059,0.000402541077826,0.0001764637834227,National Defense,National Defense
15,5,1995,660,Commerce and Trade,Government Organization and Employees,1330473,826591,0.0004960641816857,0.0007984601816375,Economy,Government Structure
20,5,1995,483,Education,Government Organization and Employees,1198686,826591,0.0004029412206365,0.0005843276783802,Society,Government Structure
20,42,1995,604,Education,The Public Health and Welfare,1198686,5158038,0.0005038850875041,0.0001170987883377,Society,Society
29,26,1995,618,Labor,Internal Revenue Code,691547,2736610,0.0008936485878761,0.0002258268441612,Society,Economy
40,5,1995,283,"Public Buildings, Property, and Works",Government Organization and Employees,281399,826591,0.0010056894303106,0.0003423700475809,Economy,Government Structure
45,49,1995,457,Railroads,Transportation,284936,694531,0.0016038689389898,0.0006579979871308,Economy,Economy
44,5,1995,77,Public Printing and Documents,Government Organization and Employees,103533,826591,0.0007437242231945,9.315368785771924e-05,Government Structure,Government Structure
7,5,1995,517,Agriculture,Government Organization and Employees,1413437,826591,0.000365775057537,0.0006254604756161,Society,Government Structure
16,5,1995,768,Conservation,Government Organization and Employees,1724837,826591,0.0004452594650972,0.0009291173022691,Society,Government Structure
16,30,1995,362,Conservation,Mineral Lands and Mining,1724837,320993,0.0002098749041213,0.0011277504493867,Society,Economy
16,43,1995,366,Conservation,Public Lands,1724837,493058,0.0002121939638354,0.000742306178989,Society,Economy
43,16,1995,259,Public Lands,Conservation,493058,1724837,0.0005252931703775,0.0001501591164846,Economy,Society
25,5,1995,326,Indians,Government Organization and Employees,618889,826591,0.0005267503542638,0.0003943909382028,Society,Government Structure
50,5,1995,321,War and National Defense,Government Organization and Employees,282830,826591,0.0011349573949015,0.0003883419974328,National Defense,Government Structure
50,10,1995,442,War and National Defense,Armed Forces,282830,1530059,0.0015627762260014,0.0002888777491586,National Defense,National Defense
2,5,1996,359,The Congress,Government Organization and Employees,402066,861260,0.0008928882322802,0.0004168311543552,Government Structure,Government Structure
2,31,1996,242,The Congress,Money and Finance,402066,359246,0.0006018912317878,0.0006736331093456,Government Structure,Economy
5,22,1996,377,Government Organization and Employees,Foreign Relations and Intercourse,861260,1163662,0.0004377307665513,0.0003239772373764,Government Structure,National Defense
3,5,1996,132,The President,Government Organization and Employees,60174,861260,0.0021936384484993,0.0001532638227712,Government Structure,Government Structure
22,5,1996,1027,Foreign Relations and Intercourse,Government Organization and Employees,1163662,861260,0.000882558681129,0.0011924389847432,National Defense,Government Structure
10,5,1996,506,Armed Forces,Government Organization and Employees,1572226,861260,0.0003218366825125,0.0005875113206232,National Defense,Government Structure
10,32,1996,102,Armed Forces,National Guard,1572226,41548,6.48761692021376e-05,0.0024549918166939,National Defense,National Defense
10,37,1996,366,Armed Forces,Pay and Allowances of the Uniformed Services,1572226,170753,0.0002327909600782,0.0021434469672567,National Defense,National Defense
32,10,1996,167,National Guard,Armed Forces,41548,1572226,0.0040194473861557,0.0001062188260466,National Defense,National Defense
37,10,1996,318,Pay and Allowances of the Uniformed Services,Armed Forces,170753,1572226,0.0018623391682722,0.0002022609981007,National Defense,National Defense
11,28,1996,142,Bankruptcy,Judiciary and Judicial Procedure,254745,545469,0.0005574201652633,0.0002603264346828,Economy,Society
28,5,1996,556,Judiciary and Judicial Procedure,Government Organization and Employees,545469,861260,0.0010193063217158,0.0006455657989457,Society,Government Structure
28,11,1996,283,Judiciary and Judicial Procedure,Bankruptcy,545469,254745,0.0005188195846143,0.001110914836405,Society,Economy
12,42,1996,584,Banks and Banking,The Public Health and Welfare,1417679,5297930,0.0004119409259783,0.000110231732016,Economy,Society
42,1,1996,74,The Public Health and Welfare,General Provisions,5297930,12191,1.3967719467792138e-05,0.0060700516774669,Society,Government Structure
42,2,1996,327,The Public Health and Welfare,The Congress,5297930,402066,6.172221981037876e-05,0.0008132993090686,Society,Government Structure
42,5,1996,1778,The Public Health and Welfare,Government Organization and Employees,5297930,861260,0.0003356027731585,0.0020644172491465,Society,Government Structure
42,12,1996,528,The Public Health and Welfare,Banks and Banking,5297930,1417679,9.966156593235472e-05,0.0003724397412954,Society,Economy
42,26,1996,713,The Public Health and Welfare,Internal Revenue Code,5297930,2855348,0.0001345808646018,0.0002497068658531,Society,Economy
42,15,1996,434,The Public Health and Welfare,Commerce and Trade,5297930,1387656,8.191878714894308e-05,0.0003127576286918,Society,Economy
42,20,1996,614,The Public Health and Welfare,Education,5297930,1191543,0.0001158943209895,0.0005152982309492,Society,Society
42,25,1996,216,The Public Health and Welfare,Indians,5297930,645531,4.077064060869056e-05,0.0003346082527407,Society,Society
42,29,1996,445,The Public Health and Welfare,Labor,5297930,713320,8.39950697725338e-05,0.0006238434363259,Society,Society
42,33,1996,226,The Public Health and Welfare,Navigation and Navigable Waters,5297930,594824,4.265817026650031e-05,0.0003799443196643,Society,Economy
42,45,1996,182,The Public Health and Welfare,Railroads,5297930,285269,3.435303977213742e-05,0.0006379943141385,Society,Economy
13,42,1996,54,Census,The Public Health and Welfare,32634,5297930,0.0016547159404302,1.019266015217264e-05,Government Structure,Society
14,10,1996,178,Coast Guard,Armed Forces,104549,1572226,0.0017025509569675,0.0001132152756664,National Defense,National Defense
23,49,1996,138,Highways,Transportation,198145,739003,0.0006964596633778,0.0001867380781945,Economy,Economy
49,23,1996,80,Transportation,Highways,739003,198145,0.0001082539583736,0.0004037447323929,Economy,Economy
26,42,1996,630,Internal Revenue Code,The Public Health and Welfare,2855348,5297930,0.0002206386051717,0.000118914368442,Economy,Society
38,5,1996,271,Veterans Benefits,Government Organization and Employees,697076,861260,0.0003887667915693,0.0003146552725077,National Defense,Government Structure
38,10,1996,261,Veterans Benefits,Armed Forces,697076,1572226,0.000374421153504,0.0001660066682525,National Defense,National Defense
15,5,1996,667,Commerce and Trade,Government Organization and Employees,1387656,861260,0.0004806666781969,0.0007744467408215,Economy,Government Structure
20,5,1996,473,Education,Government Organization and Employees,1191543,861260,0.0003969642723762,0.0005491953649304,Society,Government Structure
20,42,1996,617,Education,The Public Health and Welfare,1191543,5297930,0.0005178159747487,0.0001164605798868,Society,Society
25,5,1996,328,Indians,Government Organization and Employees,645531,861260,0.0005081088282359,0.0003808373777953,Society,Government Structure
29,26,1996,651,Labor,Internal Revenue Code,713320,2855348,0.0009126338810071,0.0002279932253441,Society,Economy
45,49,1996,460,Railroads,Transportation,285269,739003,0.0016125131016689,0.0006224602606484,Economy,Economy
44,5,1996,79,Public Printing and Documents,Government Organization and Employees,104501,861260,0.0007559736270466,9.172607574948331e-05,Government Structure,Government Structure
46,33,1996,51,Shipping,Navigation and Navigable Waters,158758,594824,0.0003212436538631,8.573964735787393e-05,Economy,Economy
7,5,1996,505,Agriculture,Government Organization and Employees,1424493,861260,0.0003545120965845,0.0005863502310568,Society,Government Structure
16,5,1996,788,Conservation,Government Organization and Employees,1796966,861260,0.0004385169224125,0.0009149385783619,Society,Government Structure
16,30,1996,374,Conservation,Mineral Lands and Mining,1796966,334057,0.000208128590079,0.0011195694148004,Society,Economy
16,43,1996,376,Conservation,Public Lands,1796966,500911,0.0002092415771917,0.0007506323478621,Society,Economy
43,16,1996,262,Public Lands,Conservation,500911,1796966,0.0005230470083507,0.0001458013117666,Economy,Society
40,5,1996,289,"Public Buildings, Property, and Works",Government Organization and Employees,296224,861260,0.000975613049584,0.0003355548847038,Economy,Government Structure
50,5,1996,315,War and National Defense,Government Organization and Employees,307832,861260,0.0010232854284154,0.0003657432134314,National Defense,Government Structure
50,10,1996,443,War and National Defense,Armed Forces,307832,1572226,0.0014390966501208,0.0002817661074171,National Defense,National Defense
2,5,1997,359,The Congress,Government Organization and Employees,404638,869996,0.0008872127679555,0.0004126455753819,Government Structure,Government Structure
5,22,1997,386,Government Organization and Employees,Foreign Relations and Intercourse,869996,1173800,0.0004436802008285,0.000328846481513,Government Structure,National Defense
3,5,1997,136,The President,Government Organization and Employees,60807,869996,0.0022365846037462,0.0001563225578048,Government Structure,Government Structure
22,5,1997,1049,Foreign Relations and Intercourse,Government Organization and Employees,1173800,869996,0.0008936786505367,0.0012057526701272,National Defense,Government Structure
10,5,1997,521,Armed Forces,Government Organization and Employees,1638978,869996,0.0003178810209777,0.0005988533280612,National Defense,Government Structure
10,32,1997,104,Armed Forces,National Guard,1638978,43814,6.34541769322102e-05,0.0023736705162733,National Defense,National Defense
10,37,1997,377,Armed Forces,Pay and Allowances of the Uniformed Services,1638978,174153,0.0002300213913792,0.0021647631680189,National Defense,National Defense
32,10,1997,169,National Guard,Armed Forces,43814,1638978,0.0038572145889441,0.0001031130375148,National Defense,National Defense
37,10,1997,317,Pay and Allowances of the Uniformed Services,Armed Forces,174153,1638978,0.0018202385258938,0.0001934132123799,National Defense,National Defense
11,28,1997,142,Bankruptcy,Judiciary and Judicial Procedure,254806,568611,0.0005572867200929,0.0002497313629177,Economy,Society
28,5,1997,581,Judiciary and Judicial Procedure,Government Organization and Employees,568611,869996,0.0010217881820787,0.0006678191623869,Society,Government Structure
28,11,1997,284,Judiciary and Judicial Procedure,Bankruptcy,568611,254806,0.0004994627258354,0.0011145734401858,Society,Economy
12,42,1997,596,Banks and Banking,The Public Health and Welfare,1424146,5503682,0.0004184964182043,0.0001082911403674,Economy,Society
42,1,1997,72,The Public Health and Welfare,General Provisions,5503682,12385,1.3082151185333746e-05,0.0058134840532902,Society,Government Structure
42,5,1997,1810,The Public Health and Welfare,Government Organization and Employees,5503682,869996,0.0003288707450757,0.0020804693354911,Society,Government Structure
42,12,1997,535,The Public Health and Welfare,Banks and Banking,5503682,1424146,9.720765116879936e-05,0.0003756637311062,Society,Economy
42,26,1997,739,The Public Health and Welfare,Internal Revenue Code,5503682,2987160,0.0001342737461939,0.0002473921718287,Society,Economy
42,15,1997,440,The Public Health and Welfare,Commerce and Trade,5503682,1402903,7.994647946592845e-05,0.0003136353689456,Society,Economy
42,20,1997,631,The Public Health and Welfare,Education,5503682,1183107,0.0001146505194159,0.0005333414475613,Society,Society
42,21,1997,171,The Public Health and Welfare,Food and Drugs,5503682,429588,3.107010906516765e-05,0.0003980558116148,Society,Society
42,25,1997,230,The Public Health and Welfare,Indians,5503682,648916,4.1790205175371686e-05,0.000354437246115,Society,Society
42,29,1997,459,The Public Health and Welfare,Labor,5503682,720975,8.339871380650262e-05,0.0006366378861957,Society,Society
42,33,1997,227,The Public Health and Welfare,Navigation and Navigable Waters,5503682,595394,4.1245115542649445e-05,0.000381260140344,Society,Economy
42,45,1997,182,The Public Health and Welfare,Railroads,5503682,284668,3.3068771051815856e-05,0.0006393412677223,Society,Economy
13,42,1997,52,Census,The Public Health and Welfare,35623,5503682,0.0014597310726216,9.448220300518816e-06,Government Structure,Society
14,10,1997,178,Coast Guard,Armed Forces,104658,1638978,0.0017007777714078,0.0001086042643647,National Defense,National Defense
16,5,1997,793,Conservation,Government Organization and Employees,1827028,869996,0.0004340382303938,0.000911498443671,Society,Government Structure
16,30,1997,378,Conservation,Mineral Lands and Mining,1827028,334074,0.0002068933809443,0.0011314858384669,Society,Economy
16,43,1997,379,Conservation,Public Lands,1827028,504083,0.0002074407179309,0.000751860308719,Society,Economy
43,16,1997,265,Public Lands,Conservation,504083,1827028,0.0005257070760172,0.0001450443014556,Economy,Society
23,49,1997,140,Highways,Transportation,200351,749391,0.0006987736522403,0.0001868183631775,Economy,Economy
26,42,1997,662,Internal Revenue Code,The Public Health and Welfare,2987160,5503682,0.0002216151796355,0.0001202831122873,Economy,Society
38,5,1997,272,Veterans Benefits,Government Organization and Employees,705759,869996,0.0003854006821025,0.0003126451156097,National Defense,Government Structure
38,10,1997,262,Veterans Benefits,Armed Forces,705759,1638978,0.0003712315393781,0.0001598557149638,National Defense,National Defense
15,5,1997,670,Commerce and Trade,Government Organization and Employees,1402903,869996,0.0004775811299854,0.0007701184833033,Economy,Government Structure
20,5,1997,452,Education,Government Organization and Employees,1183107,869996,0.0003820449037999,0.0005195426185867,Society,Government Structure
20,42,1997,620,Education,The Public Health and Welfare,1183107,5503682,0.0005240438945927,0.0001126518574292,Society,Society
25,5,1997,328,Indians,Government Organization and Employees,648916,869996,0.0005054583335901,0.000377013227647,Society,Government Structure
29,26,1997,656,Labor,Internal Revenue Code,720975,2987160,0.0009098789833211,0.0002196065828412,Society,Economy
45,49,1997,452,Railroads,Transportation,284668,749391,0.0015878145769809,0.0006031564296875,Economy,Economy
7,5,1997,505,Agriculture,Government Organization and Employees,1429407,869996,0.0003532933587144,0.0005804624389077,Society,Government Structure
40,5,1997,307,"Public Buildings, Property, and Works",Government Organization and Employees,300465,869996,0.0010217496214201,0.000352875185633,Economy,Government Structure
50,5,1997,316,War and National Defense,Government Organization and Employees,318158,869996,0.0009932172065451,0.0003632200607818,National Defense,Government Structure
50,10,1997,443,War and National Defense,Armed Forces,318158,1638978,0.0013923899446187,0.0002702903882785,National Defense,National Defense
2,5,1998,362,The Congress,Government Organization and Employees,411848,907744,0.0008789650550688,0.0003987908485211,Government Structure,Government Structure
5,22,1998,406,Government Organization and Employees,Foreign Relations and Intercourse,907744,1238608,0.0004472626643635,0.0003277873225427,Government Structure,National Defense
3,5,1998,140,The President,Government Organization and Employees,61134,907744,0.0022900513625805,0.0001542285049529,Government Structure,Government Structure
22,5,1998,1065,Foreign Relations and Intercourse,Government Organization and Employees,1238608,907744,0.0008598362032216,0.0011732382698205,National Defense,Government Structure
10,5,1998,544,Armed Forces,Government Organization and Employees,1686521,907744,0.0003225575015075,0.0005992879049599,National Defense,Government Structure
10,32,1998,108,Armed Forces,National Guard,1686521,44790,6.40371510345854e-05,0.0024112525117213,National Defense,National Defense
10,37,1998,378,Armed Forces,Pay and Allowances of the Uniformed Services,1686521,177381,0.000224130028621,0.0021310061393272,National Defense,National Defense
32,10,1998,169,National Guard,Armed Forces,44790,1686521,0.003773163652601,0.0001002062826374,National Defense,National Defense
37,10,1998,321,Pay and Allowances of the Uniformed Services,Armed Forces,177381,1686521,0.0018096639437143,0.0001903326433527,National Defense,National Defense
11,28,1998,142,Bankruptcy,Judiciary and Judicial Procedure,254803,576783,0.0005572932814762,0.0002461931090202,Economy,Society
28,5,1998,591,Judiciary and Judicial Procedure,Government Organization and Employees,576783,907744,0.0010246487847249,0.000651064617337,Society,Government Structure
28,11,1998,284,Judiciary and Judicial Procedure,Bankruptcy,576783,254803,0.0004923862180404,0.0011145865629525,Society,Economy
12,42,1998,619,Banks and Banking,The Public Health and Welfare,1447967,5595682,0.0004274959305011,0.0001106210109866,Economy,Society
42,1,1998,71,The Public Health and Welfare,General Provisions,5595682,12491,1.2688355056631168e-05,0.0056840925466335,Society,Government Structure
42,5,1998,1860,The Public Health and Welfare,Government Organization and Employees,5595682,907744,0.0003323991606385,0.0020490358515176,Society,Government Structure
42,12,1998,545,The Public Health and Welfare,Banks and Banking,5595682,1447967,9.739652825160544e-05,0.0003763897934138,Society,Economy
42,26,1998,745,The Public Health and Welfare,Internal Revenue Code,5595682,3058584,0.0001331383734815,0.0002435767662421,Society,Economy
42,15,1998,429,The Public Health and Welfare,Commerce and Trade,5595682,1432086,7.66662580182362e-05,0.0002995630150703,Society,Economy
42,20,1998,657,The Public Health and Welfare,Education,5595682,1147124,0.0001174119615803,0.0005727366875769,Society,Society
42,21,1998,178,The Public Health and Welfare,Food and Drugs,5595682,441310,3.181024225465278e-05,0.0004033445877047,Society,Society
42,25,1998,238,The Public Health and Welfare,Indians,5595682,658102,4.253279582363687e-05,0.000361646067023,Society,Society
42,29,1998,473,The Public Health and Welfare,Labor,5595682,746366,8.452946396882453e-05,0.0006337373353019,Society,Society
42,33,1998,226,The Public Health and Welfare,Navigation and Navigable Waters,5595682,598844,4.038828510984005e-05,0.0003773937786802,Society,Economy
42,45,1998,182,The Public Health and Welfare,Railroads,5595682,270454,3.252507915925172e-05,0.0006729425336656,Society,Economy
13,42,1998,52,Census,The Public Health and Welfare,35637,5595682,0.0014591576170833,9.292879759786209e-06,Government Structure,Society
14,10,1998,181,Coast Guard,Armed Forces,105813,1686521,0.0017105648644306,0.0001073215216412,National Defense,National Defense
16,5,1998,810,Conservation,Government Organization and Employees,1890726,907744,0.000428406865934,0.0008923220643705,Society,Government Structure
16,30,1998,395,Conservation,Mineral Lands and Mining,1890726,335434,0.0002089144593135,0.0011775788977861,Society,Economy
16,43,1998,380,Conservation,Public Lands,1890726,507194,0.0002009809988332,0.000749220219482,Society,Economy
43,16,1998,271,Public Lands,Conservation,507194,1890726,0.0005343123144201,0.00014333118601,Economy,Society
23,49,1998,168,Highways,Transportation,238317,782383,0.0007049434157026,0.0002147285920067,Economy,Economy
49,23,1998,116,Transportation,Highways,782383,238317,0.0001482649801951,0.0004867466441756,Economy,Economy
26,42,1998,669,Internal Revenue Code,The Public Health and Welfare,3058584,5595682,0.0002187286665986,0.0001195564722941,Economy,Society
38,5,1998,278,Veterans Benefits,Government Organization and Employees,726902,907744,0.0003824449513139,0.0003062537455494,National Defense,Government Structure
38,10,1998,268,Veterans Benefits,Armed Forces,726902,1686521,0.0003686879386767,0.0001589070044191,National Defense,National Defense
15,5,1998,686,Commerce and Trade,Government Organization and Employees,1432086,907744,0.0004790215112779,0.0007557196742693,Economy,Government Structure
20,5,1998,461,Education,Government Organization and Employees,1147124,907744,0.0004018746011765,0.0005078524341664,Society,Government Structure
20,42,1998,677,Education,The Public Health and Welfare,1147124,5595682,0.0005901715943524,0.0001209861461033,Society,Society
25,5,1998,339,Indians,Government Organization and Employees,658102,907744,0.0005151177173143,0.0003734533084217,Society,Government Structure
29,26,1998,658,Labor,Internal Revenue Code,746366,3058584,0.0008816050034433,0.0002151322311239,Society,Economy
45,49,1998,420,Railroads,Transportation,270454,782383,0.0015529443084591,0.0005368214800168,Economy,Economy
44,5,1998,91,Public Printing and Documents,Government Organization and Employees,108282,907744,0.0008403982194639,0.0001002485282194,Government Structure,Government Structure
7,5,1998,515,Agriculture,Government Organization and Employees,1464751,907744,0.0003515955954288,0.0005673405717911,Society,Government Structure
40,5,1998,311,"Public Buildings, Property, and Works",Government Organization and Employees,304257,907744,0.0010221621852578,0.0003426076074311,Economy,Government Structure
50,5,1998,318,War and National Defense,Government Organization and Employees,333080,907744,0.0009547255914495,0.0003503190326788,National Defense,Government Structure
50,10,1998,444,War and National Defense,Armed Forces,333080,1686521,0.0013330130899483,0.0002632638431421,National Defense,National Defense
2,5,1999,364,The Congress,Government Organization and Employees,416074,913736,0.0008748443786441,0.0003983645166656,Government Structure,Government Structure
5,22,1999,399,Government Organization and Employees,Foreign Relations and Intercourse,913736,1277997,0.0004366687971142,0.0003122073056509,Government Structure,National Defense
3,5,1999,142,The President,Government Organization and Employees,61420,913736,0.0023119505047215,0.0001554059378201,Government Structure,Government Structure
22,5,1999,1082,Foreign Relations and Intercourse,Government Organization and Employees,1277997,913736,0.0008466373551737,0.0011841494698687,National Defense,Government Structure
10,5,1999,569,Armed Forces,Government Organization and Employees,1745957,913736,0.0003258957694834,0.0006227181592932,National Defense,Government Structure
10,32,1999,124,Armed Forces,National Guard,1745957,45337,7.102122217213825e-05,0.0027350728985155,National Defense,National Defense
10,37,1999,393,Armed Forces,Pay and Allowances of the Uniformed Services,1745957,185833,0.0002250914541423,0.0021148019996448,National Defense,National Defense
32,10,1999,178,National Guard,Armed Forces,45337,1745957,0.00392615303174,0.0001019498189245,National Defense,National Defense
37,10,1999,337,Pay and Allowances of the Uniformed Services,Armed Forces,185833,1745957,0.0018134561676343,0.0001930173538065,National Defense,National Defense
11,28,1999,143,Bankruptcy,Judiciary and Judicial Procedure,259764,544034,0.0005504996843288,0.0002628512188576,Economy,Society
28,5,1999,581,Judiciary and Judicial Procedure,Government Organization and Employees,544034,913736,0.0010679479591349,0.000635851055447,Society,Government Structure
